Quick Sell Value,Name,Position(s),Rating,Nation,Club,League,Pace,Shooting,Passing,Dribbling,Defending,Physical,Age,Height,Weight,Foot,Attack WR,Defend WR,Weak Foot,Skill Moves,Real Face,Card,Date Of Birth,Acceleration,Sprint Speed,Att. Position,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,FK Acc.,Short Pass,Long Pass,Curve,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,Interceptions,Heading Acc.,Def. Aware,Stand Tackle,Slide Tackle,Jumping,Stamina,Strength,Aggression,CM Release Clause,CM Wage,CM Value,CM Role
,Winston Reid,CB,76,New Zealand,West Ham,EPL,52,52,48,50,77,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wakaso,CDM,76,,,Liga NOS,67,49,60,66,77,83,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donk,CDM,76,Netherlands,Galatasaray,Super Lig,60,64,68,70,74,85,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Guzman,CM,76,Mexico,,Liga MX,75,71,73,75,69,70,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blas,CM,76,France,,,78,69,75,78,62,64,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skjelbred,CDM,76,Norway,Hertha BSC,Bundesliga,58,46,71,76,71,72,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuenzalida,RW,75,Chile,,,90,63,71,79,64,64,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Surman,CM,75,England,Bournemouth,EPL,52,65,75,70,66,66,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fritzler,CDM,75,Argentina,,Primera Division,52,51,66,66,74,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donsah,CM,75,,,Belgium Pro League,74,63,74,78,69,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tavernier,RB,75,England,Rangers,Scottish League,86,67,73,76,68,79,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Svensson,RB,75,Norway,AZ,Eredivisie,77,60,72,73,70,81,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Armstrong,CAM,75,Scotland,Southampton,EPL,75,73,72,74,64,72,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dominguez,CM,75,Argentina,,,79,63,70,73,70,78,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Destro,ST,75,Italy,Bologna,Serie A,80,72,59,74,29,62,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simon,LM,75,Nigeria,,,92,70,64,80,36,63,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryan Sessegnon,LM,75,England,Spurs,EPL,87,67,68,75,64,62,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kedziora,RB,75,Poland,,,77,45,66,64,74,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brasanac,CM,75,Serbia,CA Osasuna,La Liga Santander,52,68,71,71,71,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lerager,CM,75,,Genoa,Serie A,61,67,69,69,70,74,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diawara,CM,75,,Roma,Serie A,64,54,73,77,72,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coco,RM,75,France,FC Nantes,Ligue 1,87,69,69,77,41,59,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joao Novais,CM,75,Portugal,SC Braga,Liga NOS,66,76,76,77,49,67,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaku,CAM,75,,Red Bull Salzburg,Austrian Bundesliga,82,66,72,77,48,62,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phillips,RM,75,Scotland,West Brom,EFL Championship,82,70,71,75,43,70,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mubarak Wakaso,CM,75,Ghana,D. Alaves,La Liga Santander,83,66,72,76,71,76,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pearson,CDM,75,England,,,70,50,63,71,72,85,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Callum Chambers,CDM,75,England ,Arsenal,EPL,63,49,65,68,74,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Medran,CM,75,Spain,Valencia,La Liga Santander,60,68,77,72,63,54,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Harry Wilson,RW,75,Wales,AFC Bournemouth,EPL,79,76,72,74,40,49,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abdoulay Diaby,RW,75,Mali,Sporting CP,Liga NOS,93,71,67,75,38,63,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vukovic,GK,75,Australia,KRC Genk,Belgium Pro League,74,70,63,77,51,78,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Christian Benteke,ST,75,Belgium,Crystal Palace,EPL,58,74,61,65,32,72,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Papiss Cisse,ST,75,Senegal,Alanyaspor,Super Lig,61,77,66,74,38,66,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Javi Lopez,RB,75,Spain,RCD Espanyol,La Liga Santander,66,53,70,71,71,72,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bronn,CB,75,Tunesia,KAA Gent,Belgium Pro League,66,63,67,65,75,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barkas,GK,75,Greece,AEK Athens,Greek League ,71,75,74,75,35,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Henderson,GK,75,England,Sheffield United,EPL,75,71,72,76,50,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gazzaniga,GK,75,Argentina,Spurs,EPL,76,74,84,78,64,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Akpoguma,CB,75,Germany,TSG Hoffenheim,Bundesliga,73,48,54,60,76,71,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lukebakio,ST,75,Belgium,Hertha BSC,Bundesliga,86,74,66,78,28,62,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maitland-Niles,RWB,75,England,Arsenal,EPL,85,59,70,76,68,67,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sambueza,RM,75,Argentina,,,65,71,78,76,47,77,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Renato Sanches,CM,75,Portugal,LOSC Lille,Ligue 1,76,72,69,77,70,82,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pizarro,ST,75,Peru,Werder Bremen,Bundesliga,34,77,73,75,37,64,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stengs,RW,75,Netherlands,AZ,Eredivisie,77,62,73,79,34,58,,,,Left,,,3,4,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rodriguez,RB,75,Mexico,Tigers,Liga MX,85,61,70,74,71,74,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leighton Baines,LB,75,England,Everton,EPL,56,68,77,76,76,59,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zabaleta,RB,75,Argentina,West Ham,EPL,49,56,70,72,79,70,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ranocchia,CB,75,Italy,Inter,Serie A,32,32,57,59,78,70,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jese Rodriguez,LW,75,Spain,Paris,Ligue 1,80,71,72,78,25,62,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drmic,ST,75,Switzerland,Norwich,EPL,76,75,67,73,38,70,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Schanatterer,RM,75,Germany,,Bundesliga,70,78,77,73,35,61,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,De Silvestri,RM,75,Italy,Torino,Serie A,71,68,73,73,76,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diaz,LM,75,Colombia,FC Porto,Liga NOS,92,68,65,77,32,67,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Caio Lucas Fernandes,ST,75,Brazil,Al Ain,UAE League,82,75,66,77,29,66,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Takumi Minamino,CAM,75,Japan,Red Bull Salzburg,Austrian Bundesliga,89,72,67,79,41,65,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buffarini,RB,75,Argentina,Buenos Aires,Primera Division,87,62,66,73,69,81,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quinones,LM,75,,Tigers,Liga MX,91,70,67,77,33,62,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gen Shoji,CB,75,Japan,Toulouse ,Ligue 1,80,41,53,57,75,77,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ritchie,LWB,75,Scotland,Newcastle United,EPL,73,74,76,76,65,69,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luiz Araujo,LM,75,Brazil,LOSC Lille,Ligue 1,89,63,68,79,38,52,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lasne,CM,75,France,,Ligue 1,65,72,73,73,72,75,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Niakhate,CB,75,France,Mainz,Bundesliga,72,39,59,64,74,79,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bessa,CAM,75,Italy,Hellas Verona,Serie A,63,69,74,78,55,50,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emiliano Martinez,GK,75,Argentina,Arsenal,EPL,75,74,76,76,58,73,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Koziello,CM,75,France,Koln,,74,64,73,76,66,53,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donnarumma,ST,75,Italy,Brescia,,84,76,59,73,36,62,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kalu ,RM,75,Nigeria,Bourdeaux,Ligue 1,87,65,70,76,31,51,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gray,LW,75,England,Leicester City,EPL,88,67,67,80,37,55,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stanciu,CAM,75,Romania,,,69,72,75,78,34,62,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Larsson,LW,75,Sweden,Feyenoord,Eredivisie,74,71,73,80,38,61,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucumi,CB,75,Colombia,KRC Genk,Belgium Pro League,70,28,54,60,74,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zainadine,CB,75,Mozambique,Maritimo,Liga NOS,69,41,56,62,75,76,,,,,,,,,,Common Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Phillips,CDM,75,England,Leeds United,EFL Championship,67,66,69,69,72,83,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fernandez,CM,75,Chile,,,70,69,77,78,58,62,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skov,RW,75,Denmark,TSG Hoffenheim,Bundesliga,82,77,73,75,46,72,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hennessey,GK,75,Wales,Crystal Palace,EPL,75,75,80,71,40,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thuram,LM,75,France,M'Gladbach,Bundesliga,83,73,67,76,47,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kalinic,GK,75,,Aston Villa,EPL,80,74,43,78,34,75,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hernandez,ST,75,Colombia,RC Mallorca,La Liga Santander,86,75,62,71,38,71,,,,,,,,,,Rare Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Matheus Cunha,ST,74,Brazil,RB Leipzig,Bundesliga,76,74,63,79,28,63,,,,,,,,,,Rare Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Maggio,RB,74,Italy,,Serie B,70,69,69,73,72,77,,,,,,,,,,Rare Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Russel,RW,74,Scotland,Sporting KC,MLS,78,73,70,75,48,77,,,,,,,,,,Rare Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cardozo,CM,73,Argentina,Defensa,Primeira Division,76,67,72,71,65,75,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Poundje,LB,73,France,Bordeaux ,Ligue 1,,,,,,,,,,,,,,,,Rare Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roldan,CDM,73,United States,Seattle Sounders,MLS,,,,,,,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Angulo,ST,73,Spain,,,79,70,61,71,37,68,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coloccini,CB,72,Argentina,San Lorenzo,Primera Division,40,55,58,61,72,69,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Susaeta,RM,71,Spain,Albacete,La Liga SmartBank,,,,,,,,,,,,,,,,Rare Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Torren,CB,70,Argentina,,,68,45,56,55,71,75,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bonnet,LM,70,France,,Ligue 2,75,64,70,71,36,56,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pipa,RM,68,Spain,RCD Espanyol,La Liga Santander,76,54,64,70,62,64,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stoppelkamp,LM,68,Germany,,,76,65,64,69,53,69,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brix-Damborg,CDM,68,Denmark,Hobro IK,Danish League,40,41,62,54,66,80,,,,,,,,,,Rare Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samuelsen,CM,67,Norway,Odds BK,Norweian League,56,61,65,68,61,67,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lanni,GK,67,Italy,,Serie B,71,62,58,69,42,61,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pepelu,CM,66,Spain,,,42,58,69,66,53,57,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Iida,CB,65,Japan,,,36,43,38,35,63,77,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Boukari,ST,65,Togo,,,73,61,60,65,29,58,,,,,,,,,,Common Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fosgaard,RM,63,Denmark,,,76,52,57,63,45,66,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dajaku,RM,63,Germany,FC Bayern II,Bundesliga III,70,61,53,68,21,54,,,,Right,,,4,3,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lasicki,CB,63,Poland,,Polish First League,50,34,48,49,62,72,,,,Right,,,2,2,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diego Parras,RB,63,Spain,UD Las Palmas,La Liga SmartBank,73,27,50,60,60,61,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Galloway,LB,63,Australia,Melbourne City,A-League,74,38,54,62,58,64,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scherff,LM,62,Germany,,,81,48,49,68,47,71,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bolton ,RM,62,England,Luton Town,,80,50,57,61,55,62,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Barratt,LM,62,England,Southend United,EFL League One,72,52,57,61,29,60,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reule,GK,62,Germany,S. Grobaspach,Bundesliga III,64,60,54,64,34,55,,,,Right,----------------------,----------------------,3,1,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rose,GK,62,England,,,64,60,58,64,42,61,,,,,----------------------,----------------------,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Triboulet,ST,61,France,,Ligue 2,72,60,47,57,22,54,,,,Right,,,3,2,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sambou,ST,61,Germany,,Eredivisie,76,58,42,59,21,64,,,,Right,,,3,2,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reilly,ST,61,Scotland,,,75,59,50,61,22,60,,,,Right,,,3,2,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diego Pampin,LB,61,Spain,RC Celta,La Liga Santander,60,33,51,55,58,55,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rayco,CAM,61,Spain,,La Liga SmartBank,71,55,61,62,44,58,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daza,LB,61,Colombia,,Colombian First League,74,36,54,59,54,60,,,,Left,,,3,2,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hayden Coulson,,60,England,Middlesbrough,EFL Championship,,,,,,,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nasu,CB,60,Japan,Vissel Kobe,J-League,37,40,45,49,58,59,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alfon,ST,59,Spain,Albacete,La Liga SmartBank,71,58,48,63,34,55,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kwon Tae Ahn,GK,59,Korea Republic,Sangju Sangmu,Korean First League,59,57,60,59,55,60,,"6'3""",,Right,----------------------,----------------------,3,1,,Common Bronze,09/04/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheron,CB,59,England,,,52,26,38,40,59,59,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kupusovic,ST,58,Serbia,,,76,59,46,60,21,46,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ito,CB,56,Japan,,,54,22,39,48,55,65,,,,Right,,,3,2,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nakajima,CF,55,Japan,,,64,50,45,63,23,52,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kouogun,CB,50,Cameroon,Waterford FC,Irish Premier League,52,25,29,29,50,60,,,,,,,,,,Common Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
